DATE,OPEN,HIGH,LOW,CLOSE
2005/5/9,1.2825,1.2963,1.281,1.2833
2005/5/10,1.2833,1.2845,1.2789,1.2872
2005/5/11,1.2872,1.2891,1.2816,1.28
2005/5/12,1.28,1.2915,1.2777,1.2707
2005/5/13,1.2707,1.2815,1.2691,1.2613
2005/5/16,1.2613,1.2688,1.261,1.2635
2005/5/17,1.2635,1.2648,1.2581,1.2605
2005/5/18,1.2605,1.2664,1.2591,1.268
2005/5/19,1.268,1.2689,1.2586,1.2639
2005/5/20,1.2639,1.2691,1.2603,1.2555
2005/5/23,1.2555,1.2654,1.2536,1.2576
2005/5/24,1.2576,1.2598,1.2535,1.2588
2005/5/25,1.2588,1.2629,1.2557,1.2605
2005/5/26,1.2605,1.2619,1.2547,1.2513
2005/5/27,1.2513,1.2614,1.2495,1.2585
2005/5/30,1.2585,1.2589,1.2508,1.247
2005/5/31,1.247,1.2575,1.246,1.2305
2005/6/1,1.2305,1.2487,1.2296,1.2203
2005/6/2,1.2203,1.2341,1.2158,1.2285
2005/6/3,1.2285,1.2298,1.2182,1.2222
2005/6/6,1.2222,1.2345,1.2204,1.2276
2005/6/7,1.2276,1.2295,1.2215,1.2281
2005/6/8,1.2281,1.2315,1.2238,1.2233
2005/6/9,1.2233,1.2355,1.2206,1.2217
2005/6/10,1.2217,1.2257,1.2176,1.2119
2005/6/13,1.2119,1.225,1.2107,1.2107
2005/6/14,1.2107,1.2121,1.2028,1.2033
2005/6/15,1.2033,1.2155,1.2022,1.2116
2005/6/16,1.2116,1.2133,1.2017,1.2105
2005/6/17,1.2105,1.2169,1.2056,1.2276
2005/6/20,1.2276,1.2283,1.2092,1.2146
2005/6/21,1.2146,1.2275,1.2125,1.2182
2005/6/22,1.2182,1.2187,1.207,1.2127
2005/6/23,1.2127,1.2205,1.2098,1.2026
2005/6/24,1.2026,1.2145,1.2017,1.2096
2005/6/27,1.2096,1.2107,1.1981,1.2154
2005/6/28,1.2154,1.2187,1.2084,1.2073
2005/6/29,1.2073,1.2175,1.2055,1.2078
2005/6/30,1.2078,1.2113,1.2015,1.2101
2005/7/1,1.2101,1.2122,1.2043,1.1959
2005/7/4,1.1959,1.2106,1.194,1.1905
2005/7/5,1.1905,1.1965,1.1889,1.1912
2005/7/6,1.1912,1.194,1.1868,1.1923
2005/7/7,1.1923,1.1953,1.1892,1.1944
2005/7/8,1.1944,1.2045,1.1909,1.1957
2005/7/11,1.1957,1.1987,1.1873,1.2075
2005/7/12,1.2075,1.2086,1.1959,1.2234
2005/7/13,1.2234,1.2256,1.2053,1.209
2005/7/14,1.209,1.2236,1.2075,1.2089
2005/7/15,1.2089,1.2135,1.2057,1.2042
2005/7/18,1.2042,1.2137,1.2022,1.2053
2005/7/19,1.2053,1.209,1.2021,1.2036
2005/7/20,1.2036,1.2066,1.1953,1.2157
2005/7/21,1.2157,1.2188,1.1996,1.217
2005/7/22,1.217,1.226,1.2099,1.2066
2005/7/25,1.2066,1.2189,1.2055,1.2056
2005/7/26,1.2056,1.2088,1.2027,1.2017
2005/7/27,1.2017,1.2066,1.1981,1.2074
2005/7/28,1.2074,1.2085,1.1965,1.2132
2005/7/29,1.2132,1.215,1.2036,1.2125
2005/8/1,1.2125,1.216,1.2075,1.2205
2005/8/2,1.2205,1.2252,1.2119,1.2198
2005/8/3,1.2198,1.2255,1.2174,1.234
2005/8/4,1.234,1.2344,1.2148,1.2378
2005/8/5,1.2378,1.2403,1.2298,1.2346
2005/8/8,1.2346,1.2395,1.231,1.2361
2005/8/9,1.2361,1.239,1.231,1.2368
2005/8/10,1.2368,1.2418,1.2331,1.238
2005/8/11,1.238,1.2427,1.2335,1.247
2005/8/12,1.247,1.2476,1.2378,1.244
2005/8/15,1.244,1.2487,1.2383,1.2366
2005/8/16,1.2366,1.2466,1.2345,1.2357
2005/8/17,1.2357,1.2374,1.2295,1.2265
2005/8/18,1.2265,1.237,1.2261,1.2178
2005/8/19,1.2178,1.2294,1.2158,1.217
2005/8/22,1.217,1.2193,1.2125,1.2226
2005/8/23,1.2226,1.2243,1.2157,1.223
2005/8/24,1.223,1.2255,1.219,1.2266
2005/8/25,1.2266,1.228,1.2161,1.2312
2005/8/26,1.2312,1.2328,1.2257,1.2283
2005/8/29,1.2283,1.2342,1.2276,1.2227
2005/8/30,1.2227,1.2347,1.2216,1.2218
2005/8/31,1.2218,1.2239,1.217,1.235
2005/9/1,1.235,1.2358,1.2188,1.2495
2005/9/2,1.2495,1.2525,1.2328,1.255
2005/9/5,1.255,1.259,1.2467,1.2525
2005/9/6,1.2525,1.2585,1.2509,1.248
2005/9/7,1.248,1.2539,1.2442,1.2419
2005/9/8,1.2419,1.2538,1.2407,1.2393
2005/9/9,1.2393,1.2453,1.2382,1.2404
2005/9/12,1.2404,1.246,1.2375,1.2274
2005/9/13,1.2274,1.2436,1.227,1.2267
2005/9/14,1.2267,1.2317,1.2245,1.2277
2005/9/15,1.2277,1.2335,1.2264,1.222
2005/9/16,1.222,1.2285,1.2192,1.2241
2005/9/19,1.2241,1.231,1.22,1.2147
2005/9/20,1.2147,1.2184,1.21,1.2126
2005/9/21,1.2126,1.2192,1.2117,1.2205
2005/9/22,1.2205,1.224,1.2111,1.2148
2005/9/23,1.2148,1.227,1.2131,1.2045
2005/9/26,1.2045,1.217,1.2041,1.2067
2005/9/27,1.2067,1.2073,1.201,1.2013
2005/9/28,1.2013,1.2083,1.1978,1.2025
2005/9/29,1.2025,1.207,1.1992,1.2035
2005/9/30,1.2035,1.2077,1.2006,1.2014
2005/10/3,1.2014,1.2085,1.1996,1.1915
2005/10/4,1.1915,1.2036,1.1903,1.1915
2005/10/5,1.1915,1.195,1.19,1.1955
2005/10/6,1.1955,1.1988,1.1915,1.2183
2005/10/7,1.2183,1.2205,1.1993,1.213
2005/10/10,1.213,1.218,1.2093,1.2054
2005/10/11,1.2054,1.2154,1.204,1.1984
2005/10/12,1.1984,1.2065,1.1975,1.2024
2005/10/13,1.2024,1.2054,1.1953,1.2025
2005/10/14,1.2025,1.2038,1.1914,1.2089
2005/10/17,1.2089,1.2109,1.1977,1.2035
2005/10/18,1.2035,1.2122,1.2012,1.1953
2005/10/19,1.1953,1.2018,1.1915,1.198
2005/10/20,1.198,1.2001,1.1875,1.2014
2005/10/21,1.2014,1.2025,1.1948,1.1953
2005/10/24,1.1953,1.2078,1.1929,1.1976
2005/10/25,1.1976,1.2022,1.1922,1.2105
2005/10/26,1.2105,1.2118,1.1936,1.2065
2005/10/27,1.2065,1.2137,1.2048,1.2141
2005/10/28,1.2141,1.2174,1.204,1.207
2005/10/31,1.207,1.217,1.2048,1.1992
2005/11/1,1.1992,1.209,1.1968,1.1997
2005/11/2,1.1997,1.2025,1.1972,1.207
2005/11/3,1.207,1.2085,1.1988,1.1943
2005/11/4,1.1943,1.2082,1.1932,1.1823
2005/11/7,1.1823,1.1994,1.1801,1.1814
2005/11/8,1.1814,1.1833,1.1776,1.1785
2005/11/9,1.1785,1.1805,1.171,1.177
2005/11/10,1.177,1.1792,1.1717,1.169
2005/11/11,1.169,1.1798,1.1675,1.1709
2005/11/14,1.1709,1.1711,1.167,1.1687
2005/11/15,1.1687,1.1775,1.166,1.1708
2005/11/16,1.1708,1.1725,1.164,1.1685
2005/11/17,1.1685,1.1738,1.1646,1.1751
2005/11/18,1.1751,1.1764,1.1643,1.1763
2005/11/21,1.1763,1.1796,1.1663,1.1726
2005/11/22,1.1726,1.1838,1.1718,1.1813
2005/11/23,1.1813,1.1825,1.1685,1.1799
2005/11/24,1.1799,1.187,1.1764,1.1782
2005/11/25,1.1782,1.1824,1.178,1.1719
2005/11/28,1.1719,1.1788,1.171,1.1873
2005/11/29,1.1873,1.1903,1.1681,1.1787
2005/11/30,1.1787,1.1862,1.1738,1.1791
2005/12/1,1.1791,1.1804,1.1754,1.1734
2005/12/2,1.1734,1.1805,1.169,1.1712
2005/12/5,1.1712,1.175,1.166,1.1792
2005/12/6,1.1792,1.182,1.1689,1.1795
2005/12/7,1.1795,1.1807,1.1756,1.172
2005/12/8,1.172,1.1803,1.1705,1.1814
2005/12/9,1.1814,1.185,1.1703,1.1821
2005/12/12,1.1821,1.1838,1.1767,1.1947
2005/12/13,1.1947,1.1984,1.1775,1.1956
2005/12/14,1.1956,1.1988,1.1906,1.2001
2005/12/15,1.2001,1.2062,1.1931,1.1967
2005/12/16,1.1967,1.204,1.1936,1.2008
2005/12/19,1.2008,1.2027,1.1937,1.2007
2005/12/20,1.2007,1.204,1.1975,1.1864
2005/12/21,1.1864,1.2014,1.184,1.183
2005/12/22,1.183,1.1912,1.1801,1.1879
2005/12/23,1.1879,1.1898,1.181,1.1865
2005/12/26,1.1865,1.1885,1.183,1.1856
2005/12/27,1.1856,1.1875,1.1833,1.1832
2005/12/28,1.1832,1.1878,1.183,1.183
2005/12/29,1.183,1.1932,1.1813,1.1843
2005/12/30,1.1843,1.1882,1.1819,1.1832
2006/1/2,1.1832,1.1888,1.1778,1.1831
2006/1/3,1.1831,1.1831,1.1831,1.2021
2006/1/4,1.2021,1.2031,1.1812,1.2124
2006/1/5,1.2124,1.2145,1.2006,1.2108
2006/1/6,1.2108,1.2121,1.2067,1.2159
2006/1/9,1.2159,1.2185,1.2078,1.2087
2006/1/10,1.2087,1.2156,1.2053,1.2072
2006/1/11,1.2072,1.211,1.2036,1.2127
2006/1/12,1.2127,1.2145,1.2045,1.2039
2006/1/13,1.2039,1.2163,1.2006,1.2139
2006/1/16,1.2139,1.2142,1.2028,1.2118
2006/1/17,1.2118,1.2175,1.2107,1.2098
2006/1/18,1.2098,1.2141,1.2051,1.2105
2006/1/19,1.2105,1.2154,1.207,1.209
2006/1/20,1.209,1.2126,1.2053,1.2138
2006/1/23,1.2138,1.2141,1.204,1.2299
2006/1/24,1.2299,1.2305,1.2133,1.2289
2006/1/25,1.2289,1.2325,1.2257,1.2244
2006/1/26,1.2244,1.2324,1.2233,1.2212
2006/1/27,1.2212,1.2269,1.22,1.2102
2006/1/30,1.2102,1.2238,1.2086,1.2085
2006/1/31,1.2085,1.2115,1.2064,1.2159
2006/2/1,1.2159,1.219,1.2078,1.206
2006/2/2,1.206,1.2162,1.2052,1.2098
2006/2/3,1.2098,1.2108,1.2032,1.2026
2006/2/6,1.2026,1.2113,1.1968,1.1968
2006/2/7,1.1968,1.2047,1.1946,1.197
2006/2/8,1.197,1.2016,1.1942,1.1943
2006/2/9,1.1943,1.1995,1.1923,1.1969
2006/2/10,1.1969,1.1996,1.1947,1.1905
2006/2/13,1.1905,1.2027,1.1892,1.1906
2006/2/14,1.1906,1.192,1.1877,1.1912
2006/2/15,1.1912,1.1924,1.1859,1.1882
2006/2/16,1.1882,1.1955,1.1871,1.1892
2006/2/17,1.1892,1.1896,1.1849,1.1914
2006/2/20,1.1914,1.1945,1.1858,1.1945
2006/2/21,1.1945,1.1973,1.1926,1.1912
2006/2/22,1.1912,1.194,1.1893,1.1899
2006/2/23,1.1899,1.193,1.1855,1.1921
2006/2/24,1.1921,1.197,1.1893,1.1873
2006/2/27,1.1873,1.1934,1.1863,1.1856
2006/2/28,1.1856,1.1883,1.1826,1.1922
2006/3/1,1.1922,1.1941,1.1834,1.1913
2006/3/2,1.1913,1.1973,1.189,1.2042
2006/3/3,1.2042,1.2046,1.1913,1.2033
2006/3/6,1.2033,1.2053,1.1996,1.2018
2006/3/7,1.2018,1.2094,1.1991,1.1889
2006/3/8,1.1889,1.2022,1.1868,1.1915
2006/3/9,1.1915,1.1941,1.1873,1.1908
2006/3/10,1.1908,1.1953,1.1904,1.1915
2006/3/13,1.1915,1.1928,1.186,1.1958
2006/3/14,1.1958,1.197,1.1905,1.202
2006/3/15,1.202,1.2032,1.1941,1.2068
2006/3/16,1.2068,1.2073,1.2006,1.2178
2006/3/17,1.2178,1.219,1.2036,1.2193
2006/3/20,1.2193,1.2208,1.214,1.2165
2006/3/21,1.2165,1.2197,1.2147,1.21
2006/3/22,1.21,1.2166,1.2076,1.2078
2006/3/23,1.2078,1.2115,1.2065,1.1967
2006/3/24,1.1967,1.2081,1.1952,1.2034
2006/3/27,1.2034,1.2047,1.1952,1.2007
2006/3/28,1.2007,1.206,1.2002,1.201
2006/3/29,1.201,1.2107,1.1992,1.2021
2006/3/30,1.2021,1.2049,1.198,1.2161
2006/3/31,1.2161,1.2168,1.2022,1.2114
2006/4/3,1.2114,1.2176,1.2083,1.214
2006/4/4,1.214,1.2144,1.2033,1.2266
2006/4/5,1.2266,1.2277,1.212,1.2291
2006/4/6,1.2291,1.2306,1.2243,1.2228
2006/4/7,1.2228,1.2335,1.2196,1.2105
2006/4/10,1.2105,1.2233,1.209,1.2099
2006/4/11,1.2099,1.213,1.2076,1.2148
2006/4/12,1.2148,1.2155,1.209,1.2104
2006/4/13,1.2104,1.2169,1.2065,1.2104
2006/4/14,1.2104,1.2133,1.2069,1.2106
2006/4/17,1.2106,1.2117,1.2099,1.2256
2006/4/18,1.2256,1.2289,1.2113,1.2312
2006/4/19,1.2312,1.2326,1.2225,1.2385
2006/4/20,1.2385,1.2395,1.2286,1.2318
2006/4/21,1.2318,1.2384,1.2287,1.2346
2006/4/24,1.2346,1.236,1.2267,1.2407
2006/4/25,1.2407,1.2415,1.2333,1.2431
2006/4/26,1.2431,1.244,1.2366,1.2445
2006/4/27,1.2445,1.2471,1.2385,1.2537
2006/4/28,1.2537,1.2549,1.2404,1.2614
2006/5/1,1.2614,1.2636,1.2521,1.2591
2006/5/2,1.2591,1.2691,1.2555,1.2629
2006/5/3,1.2629,1.2668,1.2559,1.2624
2006/5/4,1.2624,1.267,1.259,1.2712
2006/5/5,1.2712,1.2725,1.2571,1.2736
2006/5/8,1.2736,1.2765,1.2674,1.2703
2006/5/9,1.2703,1.2788,1.2693,1.2753
2006/5/10,1.2753,1.2784,1.2661,1.281
2006/5/11,1.281,1.2833,1.2751,1.2829
2006/5/12,1.2829,1.2873,1.2685,1.2908
2006/5/15,1.2908,1.2957,1.2831,1.2812
2006/5/16,1.2812,1.2972,1.2779,1.2857
2006/5/17,1.2857,1.2868,1.277,1.2743
2006/5/18,1.2743,1.2922,1.2701,1.2844
2006/5/19,1.2844,1.286,1.2723,1.2775
2006/5/22,1.2775,1.2874,1.2693,1.2864
2006/5/23,1.2864,1.2886,1.2692,1.2869
2006/5/24,1.2869,1.2877,1.2806,1.2775
2006/5/25,1.2775,1.2892,1.273,1.2795
2006/5/26,1.2795,1.2819,1.2748,1.2733
2006/5/29,1.2733,1.2833,1.27,1.2752
2006/5/30,1.2752,1.2768,1.2718,1.2873
2006/5/31,1.2873,1.291,1.2743,1.2812
2006/6/1,1.2812,1.2904,1.2805,1.2801
2006/6/2,1.2801,1.2825,1.2722,1.2919
2006/6/5,1.2919,1.2941,1.2796,1.2921
2006/6/6,1.2921,1.298,1.2913,1.2837
2006/6/7,1.2837,1.2934,1.2808,1.2795
2006/6/8,1.2795,1.2838,1.276,1.264
2006/6/9,1.264,1.2808,1.2626,1.2646
2006/6/12,1.2646,1.2684,1.2595,1.2609
2006/6/13,1.2609,1.2652,1.2565,1.2535
2006/6/14,1.2535,1.2616,1.253,1.2592
2006/6/15,1.2592,1.2649,1.253,1.2614
2006/6/16,1.2614,1.266,1.2581,1.2645
2006/6/19,1.2645,1.2672,1.2618,1.2578
2006/6/20,1.2578,1.2654,1.2552,1.2585
2006/6/21,1.2585,1.2617,1.2538,1.2662
2006/6/22,1.2662,1.2678,1.2576,1.2584
2006/6/23,1.2584,1.268,1.2551,1.2518
2006/6/26,1.2518,1.2588,1.2478,1.2579
2006/6/27,1.2579,1.2605,1.2503,1.2586
2006/6/28,1.2586,1.2619,1.2562,1.2555
2006/6/29,1.2555,1.2585,1.2516,1.2663
2006/6/30,1.2663,1.2668,1.252,1.2786
2006/7/3,1.2786,1.279,1.2658,1.2806
2006/7/4,1.2806,1.2823,1.2762,1.2795
2006/7/5,1.2795,1.2822,1.2787,1.2734
2006/7/6,1.2734,1.284,1.2707,1.2777
2006/7/7,1.2777,1.2784,1.2718,1.2818
2006/7/10,1.2818,1.2865,1.2767,1.2733
2006/7/11,1.2733,1.2817,1.2721,1.2772
2006/7/12,1.2772,1.2779,1.2706,1.2698
2006/7/13,1.2698,1.278,1.2675,1.269
2006/7/14,1.269,1.273,1.2665,1.2642
2006/7/17,1.2642,1.2697,1.2626,1.2524
2006/7/18,1.2524,1.2559,1.2511,1.2509
2006/7/19,1.2509,1.256,1.2473,1.2597
2006/7/20,1.2597,1.261,1.2456,1.2638
2006/7/21,1.2638,1.2654,1.2587,1.2685
2006/7/24,1.2685,1.2696,1.2624,1.2632
2006/7/25,1.2632,1.2715,1.261,1.2583
2006/7/26,1.2583,1.2672,1.2563,1.2695
2006/7/27,1.2695,1.2704,1.2559,1.2694
2006/7/28,1.2694,1.2772,1.2681,1.2751
2006/7/31,1.2751,1.277,1.266,1.2772
2006/8/1,1.2772,1.2783,1.2741,1.2816
2006/8/2,1.2816,1.2825,1.272,1.2797
2006/8/3,1.2797,1.2836,1.2775,1.281
2006/8/4,1.281,1.2835,1.2742,1.2879
2006/8/7,1.2879,1.291,1.2776,1.2842
2006/8/8,1.2842,1.2893,1.283,1.2857
2006/8/9,1.2857,1.2899,1.2806,1.2857
2006/8/10,1.2857,1.2905,1.2764,1.2791
2006/8/11,1.2791,1.2913,1.2747,1.2721
2006/8/14,1.2721,1.28,1.2715,1.2716
2006/8/15,1.2716,1.2763,1.2708,1.2782
2006/8/16,1.2782,1.2805,1.2695,1.2837
2006/8/17,1.2837,1.2865,1.277,1.2827
2006/8/18,1.2827,1.2887,1.2813,1.2825
2006/8/21,1.2825,1.2846,1.2781,1.2899
2006/8/22,1.2899,1.294,1.2824,1.2799
2006/8/23,1.2799,1.2895,1.2785,1.2794
2006/8/24,1.2794,1.2853,1.2775,1.2763
2006/8/25,1.2763,1.2845,1.275,1.2762
2006/8/28,1.2762,1.2785,1.2725,1.2788
2006/8/29,1.2788,1.2822,1.2756,1.2823
2006/8/30,1.2823,1.284,1.275,1.2832
2006/8/31,1.2832,1.2854,1.2812,1.2815
2006/9/1,1.2815,1.288,1.2786,1.2831
2006/9/4,1.2831,1.2847,1.2755,1.2861
2006/9/5,1.2861,1.2871,1.2839,1.2818
2006/9/6,1.2818,1.2874,1.2795,1.2814
2006/9/7,1.2814,1.2833,1.277,1.2733
2006/9/8,1.2733,1.283,1.2706,1.2671
2006/9/11,1.2671,1.2741,1.2651,1.2699
2006/9/12,1.2699,1.2741,1.2647,1.2688
2006/9/13,1.2688,1.274,1.2671,1.2692
2006/9/14,1.2692,1.2718,1.2666,1.2723
2006/9/15,1.2723,1.2754,1.2676,1.266
2006/9/18,1.266,1.2736,1.2631,1.27
2006/9/19,1.27,1.2709,1.2632,1.2678
2006/9/20,1.2678,1.2726,1.2651,1.2695
2006/9/21,1.2695,1.274,1.2665,1.2793
2006/9/22,1.2793,1.2799,1.2684,1.2792
2006/9/25,1.2792,1.2831,1.2778,1.2762
2006/9/26,1.2762,1.282,1.2731,1.2698
2006/9/27,1.2698,1.2762,1.2662,1.27
2006/9/28,1.27,1.2718,1.2671,1.2712
2006/9/29,1.2712,1.2733,1.2678,1.2679
2006/10/2,1.2679,1.2713,1.2638,1.2738
2006/10/3,1.2738,1.2759,1.2662,1.2729
2006/10/4,1.2729,1.2766,1.272,1.2712
2006/10/5,1.2712,1.2739,1.2667,1.2691
2006/10/6,1.2691,1.2726,1.2672,1.2601
2006/10/9,1.2601,1.2717,1.2572,1.26
2006/10/10,1.26,1.2614,1.2586,1.2534
2006/10/11,1.2534,1.2614,1.2518,1.2518
2006/10/12,1.2518,1.2557,1.2502,1.2549
2006/10/13,1.2549,1.2567,1.2514,1.2514
2006/10/16,1.2514,1.2578,1.2484,1.2529
2006/10/17,1.2529,1.2537,1.249,1.2535
2006/10/18,1.2535,1.2566,1.2508,1.2532
2006/10/19,1.2532,1.2559,1.2501,1.2626
2006/10/20,1.2626,1.2642,1.2528,1.262
2006/10/23,1.262,1.264,1.2597,1.2551
2006/10/24,1.2551,1.2621,1.2537,1.2566
2006/10/25,1.2566,1.2577,1.2525,1.2615
2006/10/26,1.2615,1.262,1.2551,1.2691
2006/10/27,1.2691,1.2703,1.2599,1.2735
2006/10/30,1.2735,1.2751,1.2664,1.2728
2006/10/31,1.2728,1.274,1.2699,1.2765
2006/11/1,1.2765,1.2783,1.2679,1.2761
2006/11/2,1.2761,1.2799,1.2743,1.2778
2006/11/3,1.2778,1.2785,1.2737,1.2716
2006/11/6,1.2716,1.2795,1.2683,1.2722
2006/11/7,1.2722,1.2726,1.2691,1.2771
2006/11/8,1.2771,1.282,1.2722,1.2771
2006/11/9,1.2771,1.2808,1.2746,1.2824
2006/11/10,1.2824,1.2849,1.275,1.2849
2006/11/13,1.2849,1.2901,1.2827,1.2809
2006/11/14,1.2809,1.2878,1.2796,1.2823
2006/11/15,1.2823,1.2872,1.279,1.2823
2006/11/16,1.2823,1.2835,1.2773,1.2794
2006/11/17,1.2794,1.2842,1.2784,1.2815
2006/11/20,1.2815,1.2846,1.2762,1.2813
2006/11/21,1.2813,1.2852,1.2805,1.2843
2006/11/22,1.2843,1.2855,1.2798,1.2927
2006/11/23,1.2927,1.2958,1.284,1.295
2006/11/24,1.295,1.2976,1.2928,1.3086
2006/11/27,1.3086,1.311,1.2944,1.3133
2006/11/28,1.3133,1.318,1.3086,1.3189
2006/11/29,1.3189,1.3205,1.3116,1.3145
2006/11/30,1.3145,1.3218,1.313,1.3247
2006/12/1,1.3247,1.3276,1.3142,1.3333
2006/12/4,1.3333,1.3349,1.322,1.3325
2006/12/5,1.3325,1.337,1.3282,1.3327
2006/12/6,1.3327,1.3364,1.3287,1.3283
2006/12/7,1.3283,1.3342,1.3255,1.328
2006/12/8,1.328,1.3324,1.3275,1.3203
2006/12/11,1.3203,1.3365,1.319,1.325
2006/12/12,1.325,1.3263,1.313,1.3274
2006/12/13,1.3274,1.3293,1.3215,1.3203
2006/12/14,1.3203,1.3289,1.3192,1.3153
2006/12/15,1.3153,1.3254,1.3143,1.3078
2006/12/18,1.3078,1.3187,1.306,1.3096
2006/12/19,1.3096,1.3119,1.3052,1.3191
2006/12/20,1.3191,1.3216,1.3084,1.3177
2006/12/21,1.3177,1.3245,1.316,1.3174
2006/12/22,1.3174,1.3214,1.3141,1.3115
2006/12/25,1.3115,1.3213,1.3109,1.3135
2006/12/26,1.3135,1.3135,1.3135,1.3097
2006/12/27,1.3097,1.3142,1.309,1.3128
2006/12/28,1.3128,1.3178,1.3095,1.3146
2006/12/29,1.3146,1.3201,1.3106,1.3191
2007/1/1,1.3191,1.3205,1.3138,1.3146
2007/1/2,1.3146,1.3146,1.3146,1.3287
2007/1/3,1.3287,1.3297,1.32,1.3163
2007/1/4,1.3163,1.3291,1.3146,1.3085
2007/1/5,1.3085,1.318,1.3076,1.3009
2007/1/8,1.3009,1.3107,1.2981,1.3019
2007/1/9,1.3019,1.3037,1.2972,1.3
2007/1/10,1.3,1.3054,1.2986,1.2936
2007/1/11,1.2936,1.3005,1.2931,1.289
2007/1/12,1.289,1.3016,1.2882,1.2921
2007/1/15,1.2921,1.2945,1.2865,1.2935
2007/1/16,1.2935,1.2957,1.2915,1.2922
2007/1/17,1.2922,1.299,1.2908,1.293
2007/1/18,1.293,1.2951,1.2897,1.2958
2007/1/19,1.2958,1.2978,1.2897,1.2963
2007/1/22,1.2963,1.3002,1.2914,1.2953
2007/1/23,1.2953,1.2979,1.2923,1.3022
2007/1/24,1.3022,1.3045,1.2928,1.2958
2007/1/25,1.2958,1.3037,1.295,1.2928
2007/1/26,1.2928,1.3003,1.2915,1.2911
2007/1/29,1.2911,1.2945,1.2877,1.2954
2007/1/30,1.2954,1.2968,1.2899,1.2961
2007/1/31,1.2961,1.2982,1.2944,1.3029
2007/2/1,1.3029,1.3036,1.2925,1.3021
2007/2/2,1.3021,1.3054,1.3003,1.2966
2007/2/5,1.2966,1.3065,1.2951,1.2928
2007/2/6,1.2928,1.2967,1.2914,1.2978
2007/2/7,1.2978,1.2991,1.2913,1.3006
2007/2/8,1.3006,1.3025,1.2973,1.3037
2007/2/9,1.3037,1.3043,1.2975,1.3005
2007/2/12,1.3005,1.3045,1.2984,1.296
2007/2/13,1.296,1.3037,1.2941,1.303
2007/2/14,1.303,1.3045,1.2953,1.3124
2007/2/15,1.3124,1.3152,1.3024,1.3143
2007/2/16,1.3143,1.3173,1.3119,1.3134
2007/2/19,1.3134,1.3146,1.3094,1.3146
2007/2/20,1.3146,1.3164,1.312,1.3144
2007/2/21,1.3144,1.319,1.313,1.3141
2007/2/22,1.3141,1.3166,1.3112,1.3126
2007/2/23,1.3126,1.3144,1.3081,1.3162
2007/2/26,1.3162,1.3188,1.3102,1.3184
2007/2/27,1.3184,1.3199,1.3151,1.3236
2007/2/28,1.3236,1.326,1.3161,1.3234
2007/3/1,1.3234,1.3242,1.3181,1.3195
2007/3/2,1.3195,1.3241,1.3155,1.319
2007/3/5,1.319,1.3202,1.3142,1.3098
2007/3/6,1.3098,1.3213,1.3072,1.3123
2007/3/7,1.3123,1.3132,1.3081,1.3183
2007/3/8,1.3183,1.3187,1.311,1.3134
2007/3/9,1.3134,1.3182,1.3116,1.3115
2007/3/12,1.3115,1.316,1.3086,1.3188
2007/3/13,1.3188,1.3202,1.311,1.3198
2007/3/14,1.3198,1.3222,1.3155,1.322
2007/3/15,1.322,1.3246,1.3177,1.3232
2007/3/16,1.3232,1.3253,1.3193,1.3309
2007/3/19,1.3309,1.334,1.3234,1.3299
2007/3/20,1.3299,1.3325,1.328,1.3307
2007/3/21,1.3307,1.3318,1.3271,1.3383
2007/3/22,1.3383,1.339,1.3291,1.3331
2007/3/23,1.3331,1.3412,1.3311,1.329
2007/3/26,1.329,1.3343,1.3285,1.3332
2007/3/27,1.3332,1.3347,1.3254,1.3349
2007/3/28,1.3349,1.3365,1.3323,1.3313
2007/3/29,1.3313,1.3375,1.3309,1.3333
2007/3/30,1.3333,1.3354,1.3302,1.3354
2007/4/2,1.3354,1.3401,1.3288,1.3364
2007/4/3,1.3364,1.3384,1.3332,1.3331
2007/4/4,1.3331,1.3382,1.3319,1.3368
2007/4/5,1.3368,1.3382,1.3318,1.3423
2007/4/6,1.3423,1.3442,1.3354,1.3371
2007/4/9,1.3371,1.3432,1.3364,1.3357
2007/4/10,1.3357,1.3388,1.334,1.3425
2007/4/11,1.3425,1.3457,1.335,1.3426
2007/4/12,1.3426,1.3441,1.3407,1.3481
2007/4/13,1.3481,1.3505,1.343,1.3534
2007/4/16,1.3534,1.3555,1.3482,1.3546
2007/4/17,1.3546,1.3578,1.3536,1.3564
2007/4/18,1.3564,1.3595,1.3525,1.3579
2007/4/19,1.3579,1.3617,1.3557,1.3601
2007/4/20,1.3601,1.362,1.3561,1.3598
2007/4/23,1.3598,1.3638,1.3586,1.3572
2007/4/24,1.3572,1.3607,1.3547,1.3625
2007/4/25,1.3625,1.3636,1.3548,1.3639
2007/4/26,1.3639,1.3667,1.3622,1.3602
2007/4/27,1.3602,1.3655,1.3583,1.3641
2007/4/30,1.3641,1.3683,1.3586,1.3651
2007/5/1,1.3651,1.3679,1.3589,1.3617
2007/5/2,1.3617,1.3674,1.359,1.3597
2007/5/3,1.3597,1.3613,1.356,1.3554
2007/5/4,1.3554,1.3621,1.3547,1.3597
2007/5/7,1.3597,1.3611,1.3535,1.3603
2007/5/8,1.3603,1.3628,1.3591,1.3542
2007/5/9,1.3542,1.3622,1.3515,1.3527
2007/5/10,1.3527,1.3567,1.3519,1.3483
2007/5/11,1.3483,1.3564,1.3465,1.3527
2007/5/14,1.3527,1.353,1.3462,1.354
2007/5/15,1.354,1.3558,1.3525,1.3589
